rank,F_oral,Cmax_MIC,AUC_MIC,dose,fitness,Cmax,AUC,Ctrough,fCT,logP,particle_size,surfactant,cosurfactant,oil,pe_conc,polymer,chitosan,enteric,dose_range
148,32.359387163681944,13.914983880330531,46.84077943244337,838.7283067664822,0.6052423830314793,13.914983880330531,46.84077943244337,0.2295434533399672,39.08523908523909,1.500210826515982,50,49.99874667768782,29.635860028875257,20,49.999999999999744,30,1,1,701-1000mg
52,32.326127893246806,14.127754669092539,47.55476706998287,852.3892201092556,0.6052049110953971,14.127754669092539,47.55476706998287,0.2330414552791036,39.5010395010395,1.5107522461863616,50,49.99821813417209,30,20.000002102970956,49.99999999999941,30,1,1,701-1000mg
181,32.29347528779283,14.183155412752543,47.74150777381615,856.6016594603561,0.6049646520235761,14.183155412752543,47.74150777381615,0.23395667904340228,39.5010395010395,1.4997123190348354,50.115747678674474,50.004783159084184,29.951609803798195,20,49.99999998567925,30,1,1,701-1000mg
138,32.28664981799682,14.221461703763767,47.87018393990665,859.0920297858605,0.6049487410420941,14.221461703763767,47.87018393990665,0.23458714875361356,39.70893970893971,1.5050944593083997,50.00001662931129,49.999897713668005,29.999279124319237,20.000002120675894,49.9999999996628,30,1,1,701-1000mg
129,32.2504945810996,14.305339104607683,48.152519144153395,865.1276855640604,0.6047089422754659,14.305339104607683,48.152519144153395,0.23597072816054365,39.91683991683992,1.5003402151433785,50,49.9992655916421,29.999993614408588,20.00000092253656,50,30,1,1,701-1000mg
131,32.2504945810996,14.305339104607683,48.152519144153395,865.1276855640604,0.6047089422754659,14.305339104607683,48.152519144153395,0.23597072816054365,39.91683991683992,1.5003402151433785,50,49.9992655916421,29.999993614408588,20.00000092253656,50,30,1,1,701-1000mg
13,32.19908345568952,14.422705846631873,48.54757745107598,873.6181149042101,0.6043611733078702,14.422705846631873,48.54757745107598,0.23790670400329794,40.12474012474013,1.5029881556970586,50,49.99993950078487,29.999999999999996,20.00000088620862,50,30,1,1,701-1000mg
58,32.169017806339426,14.488981977671685,48.77067512783188,878.4530261399152,0.6041524792035481,14.488981977671685,48.77067512783188,0.23899999446717804,40.12474012474013,1.5095719370200604,50,49.99855151375291,30,20.000008928935326,49.99999999999999,30,1,1,701-1000mg
121,34.16802094872446,7.802101479238363,26.26228381945681,445.35900972304273,0.6039929794509734,7.802101479238363,26.26228381945681,0.1286979454687718,25.571725571725572,1.4992049216899384,50.00000000170669,49.99857388473948,29.999969635471142,20.00000009389822,49.9999999865698,30,1,1,401-700mg
173,34.16802094872446,7.802101479238363,26.26228381945681,445.35900972304273,0.6039929794509734,7.802101479238363,26.26228381945681,0.1286979454687718,25.571725571725572,1.4992049216899384,50.00000000170669,49.99857388473948,29.999969635471142,20.00000009389822,49.9999999865698,30,1,1,401-700mg
185,32.138630676773495,14.557992876534177,49.0029609395596,883.4714728194417,0.6039423439548116,14.557992876534177,49.0029609395596,0.24013830435510056,40.33264033264034,1.5045872203710742,50.00185790435803,49.999968550493485,29.999921402054085,20.00000880629355,49.999999985341816,29.999999999999993,1,1,701-1000mg
149,32.13457076748418,14.56711999189848,49.033687644044754,884.1371308954299,0.6039140201645093,14.56711999189848,49.033687644044754,0.24028888187296965,40.33264033264034,1.500238306933904,50,49.999204082117,29.999999999999996,20.00000880629355,49.999999985341816,29.999999999999993,1,1,701-1000mg
93,32.097743868354534,14.648602729869111,49.30795940091886,890.1026616621906,0.6036540319303444,14.648602729869111,49.30795940091886,0.24163294531632218,40.54054054054054,1.4998944316584852,50,49.99973601742745,30,20.000000000734037,50,30,1,1,701-1000mg
134,32.07774952244464,14.69156207814235,49.45257784873209,893.2697351049892,0.603510243242612,14.69156207814235,49.45257784873209,0.24234165196040364,40.74844074844075,1.5002339767072024,50,49.99738914134429,30,20.000000914801046,49.99999999999999,30,1,1,701-1000mg
